filename,path,width,height,class,xmin,ymin,xmax,ymax
11966.jpg,UECFOOD256/88/11966.jpg,640,480,macaroni salad,0,4,640,480
3387.jpg,UECFOOD256/34/3387.jpg,500,375,sauteed spinach,0,0,500,375
173762.jpg,UECFOOD256/179/173762.jpg,560,420,trunip pudding,45,36,514,369
4762.jpg,UECFOOD256/110/4762.jpg,600,359,paella,56,4,528,353
8091.jpg,UECFOOD256/76/8091.jpg,187,158,sashimi bowl,12,0,173,158
321135.jpg,UECFOOD256/207/321135.jpg,500,500,Hue beef rice vermicelli soup,14,6,476,487
267499.jpg,UECFOOD256/215/267499.jpg,530,353,Glutinous Rice Balls,125,4,521,336
10543.jpg,UECFOOD256/121/10543.jpg,577,433,chop suey,23,28,560,404
5313.jpg,UECFOOD256/53/5313.jpg,640,480,steamed egg hotchpotch,120,116,368,326
113273.jpg,UECFOOD256/171/113273.jpg,338,449,moon cake,5,159,312,428
3739.jpg,UECFOOD256/110/3739.jpg,433,577,paella,2,33,430,550
4164.jpg,UECFOOD256/42/4164.jpg,285,214,jiaozi,41,38,231,168
25743.jpg,UECFOOD256/140/25743.jpg,500,500,pork fillet cutlet,7,18,493,450
114179.jpg,UECFOOD256/168/114179.jpg,500,500,hot pot,20,12,479,479
2975.jpg,UECFOOD256/30/2975.jpg,230,230,gratin,14,41,216,199
2742.jpg,UECFOOD256/28/2742.jpg,263,377,Japanese-style pancake,27,142,235,345
12061.jpg,UECFOOD256/92/12061.jpg,400,300,beef bowl,0,0,220,167
119348.jpg,UECFOOD256/197/119348.jpg,577,433,Deep Fried Chicken Wing,27,21,485,418
3000.jpg,UECFOOD256/31/3000.jpg,400,300,sauteed vegetables,253,151,373,279
260193.jpg,UECFOOD256/211/260193.jpg,577,433,Shrimp patties,5,9,567,423
2407.jpg,UECFOOD256/25/2407.jpg,260,195,tensin noodle,0,31,229,195
313089.jpg,UECFOOD256/192/313089.jpg,500,500,Pork Sticky Noodles,4,8,487,485
15070.jpg,UECFOOD256/20/15070.jpg,600,399,udon noodle,82,41,552,359
69061.jpg,UECFOOD256/109/69061.jpg,577,433,rice vermicelli,25,12,562,409
325283.jpg,UECFOOD256/243/325283.jpg,605,413,zha jiang mian,56,32,570,394
6444.jpg,UECFOOD256/64/6444.jpg,375,500,spicy chili-flavored tofu,0,85,375,500
13015.jpg,UECFOOD256/12/13015.jpg,448,336,toast,44,44,418,336
96608.jpg,UECFOOD256/126/96608.jpg,612,407,french toast,13,3,604,395
210326.jpg,UECFOOD256/218/210326.jpg,577,433,malasada,70,12,522,422
2489.jpg,UECFOOD256/25/2489.jpg,500,375,tensin noodle,15,67,435,372
1630.jpg,UECFOOD256/17/1630.jpg,319,213,hamburger,33,9,268,199
213872.jpg,UECFOOD256/218/213872.jpg,577,433,malasada,19,46,575,429
71583.jpg,UECFOOD256/114/71583.jpg,612,407,pancake,34,35,587,403
5662.jpg,UECFOOD256/102/5662.jpg,578,432,okinawa soba,5,10,568,424
13197.jpg,UECFOOD256/100/13197.jpg,400,300,goya chanpuru,0,18,400,285
15922.jpg,UECFOOD256/87/15922.jpg,600,450,green salad,185,36,293,123
4962.jpg,UECFOOD256/87/4962.jpg,500,600,green salad,276,45,500,340
270301.jpg,UECFOOD256/216/270301.jpg,560,375,loco moco,63,10,511,346
196431.jpg,UECFOOD256/143/196431.jpg,500,350,minced meat cutlet,84,100,485,317
326372.jpg,UECFOOD256/249/326372.jpg,591,422,salt & pepper fried shrimp with shell,38,24,535,305
263072.jpg,UECFOOD256/215/263072.jpg,500,333,Glutinous Rice Balls,1,4,496,326
2761.jpg,UECFOOD256/28/2761.jpg,756,504,Japanese-style pancake,53,132,356,347
335233.jpg,UECFOOD256/251/335233.jpg,613,407,braised pork meat ball with napa cabbage,26,25,567,379
63963.jpg,UECFOOD256/186/63963.jpg,500,500,"hot and sour, fish and vegetable ragout",59,56,479,450
6796.jpg,UECFOOD256/68/6796.jpg,640,480,egg sunny-side up,100,60,374,321
19594.jpg,UECFOOD256/117/19594.jpg,433,577,tiramisu,16,81,427,531
94013.jpg,UECFOOD256/110/94013.jpg,531,470,paella,23,27,509,440
308790.jpg,UECFOOD256/182/308790.jpg,500,500,khao soi,53,45,467,443
14401.jpg,UECFOOD256/22/14401.jpg,800,450,soba noodle,160,97,521,443
4412.jpg,UECFOOD256/45/4412.jpg,500,333,fried fish,65,60,445,290
178170.jpg,UECFOOD256/183/178170.jpg,500,500,Sour prawn soup,60,83,432,470
253985.jpg,UECFOOD256/239/253985.jpg,407,613,kaya toast,33,153,342,572
314987.jpg,UECFOOD256/198/314987.jpg,578,432,Barbecued red pork in sauce with rice,48,106,522,417
14402.jpg,UECFOOD256/58/14402.jpg,800,450,boiled fish,270,166,560,438
1185.jpg,UECFOOD256/12/1185.jpg,389,519,toast,0,66,389,385
210934.jpg,UECFOOD256/188/210934.jpg,610,409,beef in oyster sauce,51,20,569,400
311734.jpg,UECFOOD256/204/311734.jpg,577,433,Egg Noodle In Chicken Yellow Curry,57,68,501,413
12510.jpg,UECFOOD256/94/12510.jpg,230,172,rice ball,0,0,230,172
337213.jpg,UECFOOD256/255/337213.jpg,400,300,eight treasure rice,15,2,383,297
334227.jpg,UECFOOD256/256/334227.jpg,610,409,hot & sour soup,40,37,600,386
245993.jpg,UECFOOD256/236/245993.jpg,500,375,nasi padang,4,20,484,359
3852.jpg,UECFOOD256/39/3852.jpg,800,450,oden,0,0,800,450
203087.jpg,UECFOOD256/208/203087.jpg,439,500,Vermicelli noodles with snails,1,89,393,493
14455.jpg,UECFOOD256/19/14455.jpg,800,600,sandwiches,340,50,800,578
5115.jpg,UECFOOD256/91/5115.jpg,640,480,chinese soup,476,130,640,264
8784.jpg,UECFOOD256/83/8784.jpg,640,480,cutlet curry,56,112,589,448
341517.jpg,UECFOOD256/256/341517.jpg,500,500,hot & sour soup,25,70,465,402
259315.jpg,UECFOOD256/241/259315.jpg,500,334,curry puff,1,5,476,329
99131.jpg,UECFOOD256/149/99131.jpg,578,432,nachos,7,5,561,424
4833.jpg,UECFOOD256/49/4833.jpg,448,298,grilled pacific saury,0,90,448,193
3167.jpg,UECFOOD256/32/3167.jpg,450,338,croquette,27,29,405,308
10630.jpg,UECFOOD256/1/10630.jpg,480,360,rice,45,12,477,336
15038.jpg,UECFOOD256/92/15038.jpg,640,480,beef bowl,17,61,413,468
328946.jpg,UECFOOD256/247/328946.jpg,372,280,three cup chicken,16,15,358,255
4594.jpg,UECFOOD256/47/4594.jpg,270,220,salmon meuniere,35,25,228,165
16599.jpg,UECFOOD256/87/16599.jpg,600,450,green salad,182,26,430,213
92761.jpg,UECFOOD256/148/92761.jpg,612,408,tacos,5,11,598,404
123958.jpg,UECFOOD256/203/123958.jpg,612,408,Crispy Noodles,84,39,604,391
1800.jpg,UECFOOD256/19/1800.jpg,240,180,sandwiches,0,54,240,132
50727.jpg,UECFOOD256/176/50727.jpg,577,433,fish ball soup,54,16,533,418
180052.jpg,UECFOOD256/190/180052.jpg,577,433,spicy chicken salad,16,45,564,393
198955.jpg,UECFOOD256/156/198955.jpg,480,359,fried pork dumplings served in soup,9,17,459,341
1693.jpg,UECFOOD256/18/1693.jpg,160,120,pizza,7,5,152,113
47946.jpg,UECFOOD256/159/47946.jpg,577,433,popcorn,32,5,560,350
162507.jpg,UECFOOD256/206/162507.jpg,500,333,pho,45,51,473,303
592.jpg,UECFOOD256/6/592.jpg,192,144,beef curry,0,0,192,144
9195.jpg,UECFOOD256/48/9195.jpg,480,360,sashimi,69,67,465,342
291508.jpg,UECFOOD256/227/291508.jpg,500,500,nasi goreng,23,56,476,479
274318.jpg,UECFOOD256/221/274318.jpg,433,577,oxtail soup,17,93,407,545
23949.jpg,UECFOOD256/136/23949.jpg,577,433,yudofu,9,10,503,427
12561.jpg,UECFOOD256/99/12561.jpg,340,255,mixed rice,0,8,337,254
51531.jpg,UECFOOD256/165/51531.jpg,362,270,lamb kebabs,15,12,319,264
174973.jpg,UECFOOD256/179/174973.jpg,500,375,trunip pudding,31,29,471,346
176233.jpg,UECFOOD256/175/176233.jpg,500,333,minced pork rice,87,69,410,299
241682.jpg,UECFOOD256/237/241682.jpg,500,375,nasi uduk,26,20,490,356
34637.jpg,UECFOOD256/141/34637.jpg,527,474,chicken cutlet,34,13,490,440
14933.jpg,UECFOOD256/94/14933.jpg,400,300,rice ball,30,61,213,248
90868.jpg,UECFOOD256/150/90868.jpg,500,499,meat loaf,21,36,300,227
16742.jpg,UECFOOD256/41/16742.jpg,640,426,ganmodoki,122,24,521,386
8648.jpg,UECFOOD256/82/8648.jpg,200,190,omelet with fried rice,0,14,200,166
5274.jpg,UECFOOD256/52/5274.jpg,760,550,lightly roasted fish,152,87,760,484
113345.jpg,UECFOOD256/171/113345.jpg,537,405,moon cake,40,59,506,371
4209.jpg,UECFOOD256/43/4209.jpg,230,230,stew,0,0,230,224
994.jpg,UECFOOD256/36/994.jpg,300,225,miso soup,0,50,91,138
106978.jpg,UECFOOD256/158/106978.jpg,340,264,muffin,14,2,324,259
12784.jpg,UECFOOD256/96/12784.jpg,500,378,dipping noodles,44,89,444,350
98137.jpg,UECFOOD256/117/98137.jpg,612,408,tiramisu,3,1,608,384
5254.jpg,UECFOOD256/109/5254.jpg,577,433,rice vermicelli,45,70,504,391
14843.jpg,UECFOOD256/92/14843.jpg,640,480,beef bowl,0,88,364,424
189969.jpg,UECFOOD256/134/189969.jpg,577,433,broiled eel bowl,18,10,571,427
8988.jpg,UECFOOD256/85/8988.jpg,288,216,fried shrimp,0,0,288,216
7961.jpg,UECFOOD256/75/7961.jpg,236,168,boiled chicken and vegetables,0,0,236,168
16720.jpg,UECFOOD256/59/16720.jpg,640,480,seasoned beef with potatoes,60,42,622,417
3488.jpg,UECFOOD256/35/3488.jpg,400,267,vegetable tempura,0,0,400,247
5488.jpg,UECFOOD256/54/5488.jpg,352,288,tempura,7,23,308,244
15668.jpg,UECFOOD256/27/15668.jpg,640,359,spaghetti,21,0,605,358
44703.jpg,UECFOOD256/166/44703.jpg,472,528,"dish consisting of stir-fried potato, eggplant and green pepper",23,50,460,492
60070.jpg,UECFOOD256/175/60070.jpg,612,408,minced pork rice,49,69,558,389
237213.jpg,UECFOOD256/223/237213.jpg,578,432,lumpia,14,9,556,417
180090.jpg,UECFOOD256/195/180090.jpg,408,612,charcoal-boiled pork neck,3,181,402,601
324537.jpg,UECFOOD256/243/324537.jpg,433,577,zha jiang mian,2,93,382,528
2135.jpg,UECFOOD256/22/2135.jpg,190,143,soba noodle,74,14,190,114
171919.jpg,UECFOOD256/176/171919.jpg,577,433,fish ball soup,10,7,519,369
15436.jpg,UECFOOD256/4/15436.jpg,640,383,chicken-'n'-egg on rice,98,51,472,326
6744.jpg,UECFOOD256/67/6744.jpg,200,150,omelet,5,9,200,122
337263.jpg,UECFOOD256/255/337263.jpg,526,363,eight treasure rice,14,40,506,352
19649.jpg,UECFOOD256/125/19649.jpg,480,360,zoni,78,78,408,315
163750.jpg,UECFOOD256/213/163750.jpg,477,358,Coconut milk-flavored crepes with shrimp and beef,65,56,472,335
333488.jpg,UECFOOD256/248/333488.jpg,578,432,bean curd family style,50,45,534,394
307386.jpg,UECFOOD256/182/307386.jpg,500,500,khao soi,23,16,485,460
5720.jpg,UECFOOD256/57/5720.jpg,400,300,nanbanzuke,89,103,298,221
111069.jpg,UECFOOD256/160/111069.jpg,500,388,cream puff,65,46,451,370
192905.jpg,UECFOOD256/138/192905.jpg,500,500,inarizushi,14,16,487,497
42234.jpg,UECFOOD256/142/42234.jpg,500,500,ham cutlet,10,43,492,493
14030.jpg,UECFOOD256/118/14030.jpg,500,500,waffle,10,41,476,489
338045.jpg,UECFOOD256/255/338045.jpg,500,500,eight treasure rice,26,14,495,487
307610.jpg,UECFOOD256/182/307610.jpg,500,500,khao soi,14,10,481,481
266863.jpg,UECFOOD256/208/266863.jpg,400,300,Vermicelli noodles with snails,13,5,380,291
237456.jpg,UECFOOD256/223/237456.jpg,611,408,lumpia,7,5,605,379
47855.jpg,UECFOOD256/164/47855.jpg,360,340,fried pork in scoop,38,29,337,318
2645.jpg,UECFOOD256/27/2645.jpg,412,500,spaghetti,0,0,412,500
256889.jpg,UECFOOD256/205/256889.jpg,577,433,coconut milk soup,14,25,548,405
133542.jpg,UECFOOD256/202/133542.jpg,500,500,Chicken Rice Curry With Coconut,18,27,481,479
340957.jpg,UECFOOD256/250/340957.jpg,500,436,baked salmon,9,23,489,423
1459.jpg,UECFOOD256/15/1459.jpg,240,320,raisin bread,0,32,240,218
3311.jpg,UECFOOD256/34/3311.jpg,400,300,sauteed spinach,0,0,400,300
162854.jpg,UECFOOD256/210/162854.jpg,600,415,Steamed rice roll,13,8,581,409
12226.jpg,UECFOOD256/90/12226.jpg,240,180,pork miso soup,36,9,197,152
198335.jpg,UECFOOD256/140/198335.jpg,500,500,pork fillet cutlet,9,147,482,483
5861.jpg,UECFOOD256/115/5861.jpg,432,578,champon,2,9,422,558
12403.jpg,UECFOOD256/92/12403.jpg,500,375,beef bowl,9,106,235,310
233848.jpg,UECFOOD256/231/233848.jpg,500,500,gulai,12,12,479,470
98265.jpg,UECFOOD256/117/98265.jpg,500,500,tiramisu,20,12,485,479
7385.jpg,UECFOOD256/69/7385.jpg,330,495,natto,146,235,330,468
16777.jpg,UECFOOD256/41/16777.jpg,640,509,ganmodoki,20,29,620,487
5015.jpg,UECFOOD256/50/5015.jpg,640,480,sukiyaki,118,0,640,294
186664.jpg,UECFOOD256/125/186664.jpg,577,433,zoni,9,5,540,411
186375.jpg,UECFOOD256/125/186375.jpg,500,500,zoni,9,81,489,425
172431.jpg,UECFOOD256/178/172431.jpg,500,333,glutinous oil rice,60,41,429,292
170559.jpg,UECFOOD256/172/170559.jpg,500,375,custard tart,15,7,489,362
255533.jpg,UECFOOD256/240/255533.jpg,574,434,bak kut teh,17,92,521,421
37687.jpg,UECFOOD256/165/37687.jpg,594,420,lamb kebabs,5,28,575,372
180073.jpg,UECFOOD256/190/180073.jpg,500,500,spicy chicken salad,37,56,460,462
11002.jpg,UECFOOD256/16/11002.jpg,480,360,chip butty,45,60,447,322
233645.jpg,UECFOOD256/226/233645.jpg,500,375,jambalaya,14,6,487,362
25596.jpg,UECFOOD256/136/25596.jpg,600,337,yudofu,99,12,513,315
167115.jpg,UECFOOD256/105/167115.jpg,433,577,jjigae,10,108,407,427
181217.jpg,UECFOOD256/193/181217.jpg,500,500,Pork with lemon,6,14,487,485
25009.jpg,UECFOOD256/136/25009.jpg,433,577,yudofu,13,105,415,514
338239.jpg,UECFOOD256/243/338239.jpg,612,408,zha jiang mian,7,5,604,385
10282.jpg,UECFOOD256/121/10282.jpg,577,433,chop suey,70,66,499,409
352.jpg,UECFOOD256/4/352.jpg,240,180,chicken-'n'-egg on rice,25,12,207,160
210986.jpg,UECFOOD256/187/210986.jpg,500,375,stir-fried mixed vegetables,7,14,487,364
4206.jpg,UECFOOD256/43/4206.jpg,196,147,stew,0,14,196,126
8333.jpg,UECFOOD256/78/8333.jpg,448,298,fish-shaped pancake with bean jam,46,14,406,280
175490.jpg,UECFOOD256/174/175490.jpg,612,408,pork cutlet,11,20,606,402
7547.jpg,UECFOOD256/71/7547.jpg,230,230,egg roll,0,36,230,217
236348.jpg,UECFOOD256/223/236348.jpg,500,334,lumpia,7,22,473,315
258831.jpg,UECFOOD256/241/258831.jpg,612,408,curry puff,68,18,566,363
107196.jpg,UECFOOD256/161/107196.jpg,433,577,doughnut,14,12,415,564
98169.jpg,UECFOOD256/155/98169.jpg,432,578,oatmeal,14,48,407,515
184574.jpg,UECFOOD256/119/184574.jpg,590,423,rare cheese cake,14,7,575,407
290479.jpg,UECFOOD256/236/290479.jpg,500,500,nasi padang,54,58,442,458
212938.jpg,UECFOOD256/206/212938.jpg,613,407,pho,99,123,496,279
241836.jpg,UECFOOD256/237/241836.jpg,447,559,nasi uduk,18,53,438,528
186916.jpg,UECFOOD256/125/186916.jpg,578,432,zoni,106,55,496,385
243321.jpg,UECFOOD256/237/243321.jpg,500,500,nasi uduk,9,20,493,456
183251.jpg,UECFOOD256/107/183251.jpg,500,500,dry curry,23,62,498,445
3090.jpg,UECFOOD256/31/3090.jpg,640,480,sauteed vegetables,264,6,508,232
3817.jpg,UECFOOD256/39/3817.jpg,800,534,oden,101,44,694,477
151864.jpg,UECFOOD256/160/151864.jpg,500,375,cream puff,21,7,456,353
325621.jpg,UECFOOD256/243/325621.jpg,612,408,zha jiang mian,36,27,594,397
69140.jpg,UECFOOD256/103/69140.jpg,500,500,mango pudding,78,125,389,439
69761.jpg,UECFOOD256/109/69761.jpg,610,409,rice vermicelli,13,22,596,398
140685.jpg,UECFOOD256/147/140685.jpg,577,433,tortilla,5,104,411,330
314680.jpg,UECFOOD256/228/314680.jpg,500,500,ayam goreng,12,33,492,435
338268.jpg,UECFOOD256/242/338268.jpg,612,408,chow mein,1,11,556,343
248873.jpg,UECFOOD256/235/248873.jpg,577,433,nasi campur,18,23,558,425
94240.jpg,UECFOOD256/110/94240.jpg,564,443,paella,7,7,553,430
11580.jpg,UECFOOD256/76/11580.jpg,480,360,sashimi bowl,223,147,432,339
54000.jpg,UECFOOD256/169/54000.jpg,458,434,pork belly,27,43,445,417
2806.jpg,UECFOOD256/29/2806.jpg,187,140,takoyaki,0,8,187,136
3146.jpg,UECFOOD256/110/3146.jpg,600,337,paella,73,37,534,327
324608.jpg,UECFOOD256/244/324608.jpg,577,433,kung pao chicken,12,14,551,420
13313.jpg,UECFOOD256/128/13313.jpg,640,360,minestrone,34,12,576,352
7636.jpg,UECFOOD256/71/7636.jpg,400,300,egg roll,0,0,400,300
5576.jpg,UECFOOD256/55/5576.jpg,520,390,fried chicken,8,113,520,367
243040.jpg,UECFOOD256/237/243040.jpg,500,500,nasi uduk,17,22,473,477
282026.jpg,UECFOOD256/230/282026.jpg,500,500,bubur ayam,7,25,468,479
331985.jpg,UECFOOD256/246/331985.jpg,500,375,eggplant with garlic sauce,37,23,462,357
4451.jpg,UECFOOD256/45/4451.jpg,640,480,fried fish,202,212,640,436
305749.jpg,UECFOOD256/224/305749.jpg,500,500,brownie,29,12,471,466
72633.jpg,UECFOOD256/113/72633.jpg,577,433,yellow curry,5,3,573,422
61502.jpg,UECFOOD256/180/61502.jpg,578,432,stinky tofu,34,10,473,268
80667.jpg,UECFOOD256/123/80667.jpg,577,433,mushroom risotto,54,12,517,387
12244.jpg,UECFOOD256/90/12244.jpg,330,245,pork miso soup,0,0,320,245
182279.jpg,UECFOOD256/194/182279.jpg,500,500,stewed pork leg,40,45,468,462
6593.jpg,UECFOOD256/66/6593.jpg,230,230,cabbage roll,0,33,230,161
340983.jpg,UECFOOD256/250/340983.jpg,589,423,baked salmon,14,15,568,405
304610.jpg,UECFOOD256/224/304610.jpg,577,433,brownie,111,37,519,387
9514.jpg,UECFOOD256/113/9514.jpg,577,432,yellow curry,274,97,564,421
36174.jpg,UECFOOD256/154/36174.jpg,552,452,Caesar salad,18,33,538,423
143316.jpg,UECFOOD256/150/143316.jpg,612,407,meat loaf,1,2,319,237
44541.jpg,UECFOOD256/166/44541.jpg,577,433,"dish consisting of stir-fried potato, eggplant and green pepper",28,37,521,402
15665.jpg,UECFOOD256/92/15665.jpg,600,450,beef bowl,246,32,578,342
112085.jpg,UECFOOD256/158/112085.jpg,500,500,muffin,10,25,485,485
250787.jpg,UECFOOD256/208/250787.jpg,577,433,Vermicelli noodles with snails,5,18,566,431
133099.jpg,UECFOOD256/200/133099.jpg,500,500,Rice crispy pork,64,29,484,410
16004.jpg,UECFOOD256/112/16004.jpg,500,500,kushikatu,46,31,495,491
13001.jpg,UECFOOD256/12/13001.jpg,400,300,toast,30,8,366,292
9310.jpg,UECFOOD256/107/9310.jpg,465,465,dry curry,59,56,396,397
330022.jpg,UECFOOD256/247/330022.jpg,577,433,three cup chicken,18,46,544,405
15752.jpg,UECFOOD256/96/15752.jpg,500,375,dipping noodles,30,60,473,308
1636.jpg,UECFOOD256/17/1636.jpg,210,158,hamburger,42,15,171,134
2537.jpg,UECFOOD256/26/2537.jpg,450,338,fried noodle,16,69,427,311
13327.jpg,UECFOOD256/93/13327.jpg,500,375,kinpira-style sauteed burdock,78,178,244,363
303313.jpg,UECFOOD256/225/303313.jpg,500,500,churro,7,10,484,487
1700.jpg,UECFOOD256/18/1700.jpg,180,135,pizza,6,5,171,128
234481.jpg,UECFOOD256/234/234481.jpg,612,407,mie goreng,24,16,581,390
51055.jpg,UECFOOD256/178/51055.jpg,577,433,glutinous oil rice,88,16,569,348
12353.jpg,UECFOOD256/91/12353.jpg,448,336,chinese soup,0,0,436,310
5133.jpg,UECFOOD256/51/5133.jpg,614,460,sweet and sour pork,126,82,514,418
201772.jpg,UECFOOD256/200/201772.jpg,500,500,Rice crispy pork,21,54,460,445
14769.jpg,UECFOOD256/36/14769.jpg,800,600,miso soup,541,195,800,423
322703.jpg,UECFOOD256/244/322703.jpg,613,407,kung pao chicken,24,47,609,362
7411.jpg,UECFOOD256/69/7411.jpg,600,450,natto,121,0,499,373
312362.jpg,UECFOOD256/200/312362.jpg,500,500,Rice crispy pork,14,43,476,472
1744.jpg,UECFOOD256/18/1744.jpg,178,120,pizza,0,0,178,120
264726.jpg,UECFOOD256/111/264726.jpg,540,420,tanmen,108,45,497,386
11561.jpg,UECFOOD256/17/11561.jpg,480,360,hamburger,66,51,430,294
247126.jpg,UECFOOD256/235/247126.jpg,577,433,nasi campur,59,12,515,405
2458.jpg,UECFOOD256/25/2458.jpg,150,150,tensin noodle,0,12,150,138
218112.jpg,UECFOOD256/190/218112.jpg,573,435,spicy chicken salad,55,43,522,400
4156.jpg,UECFOOD256/42/4156.jpg,210,158,jiaozi,0,7,210,141
12447.jpg,UECFOOD256/92/12447.jpg,375,500,beef bowl,0,23,375,496
17372.jpg,UECFOOD256/120/17372.jpg,433,577,shortcake,41,79,369,437
5387.jpg,UECFOOD256/53/5387.jpg,535,800,steamed egg hotchpotch,3,99,535,584
5824.jpg,UECFOOD256/58/5824.jpg,448,336,boiled fish,131,103,376,196
89929.jpg,UECFOOD256/146/89929.jpg,500,500,scone,34,29,473,483
40279.jpg,UECFOOD256/154/40279.jpg,500,380,Caesar salad,6,7,495,373
131704.jpg,UECFOOD256/195/131704.jpg,500,500,charcoal-boiled pork neck,20,25,471,485
9245.jpg,UECFOOD256/81/9245.jpg,267,480,steamed meat dumpling,42,147,213,342
330681.jpg,UECFOOD256/246/330681.jpg,526,381,eggplant with garlic sauce,8,36,509,349
906.jpg,UECFOOD256/10/906.jpg,400,240,tempura bowl,11,0,374,240
172399.jpg,UECFOOD256/178/172399.jpg,500,333,glutinous oil rice,92,52,406,289
17098.jpg,UECFOOD256/126/17098.jpg,433,577,french toast,5,45,412,531
173270.jpg,UECFOOD256/176/173270.jpg,500,375,fish ball soup,82,54,429,318
51168.jpg,UECFOOD256/178/51168.jpg,560,420,glutinous oil rice,42,22,519,409
4651.jpg,UECFOOD256/47/4651.jpg,800,480,salmon meuniere,401,164,800,374
16735.jpg,UECFOOD256/11/16735.jpg,448,336,bibimbap,78,62,379,330
115904.jpg,UECFOOD256/201/115904.jpg,577,433,Wonton soup,97,72,515,413
227484.jpg,UECFOOD256/214/227484.jpg,500,375,Small steamed savory rice pancake,6,7,492,367
12392.jpg,UECFOOD256/92/12392.jpg,500,375,beef bowl,0,0,498,373
13462.jpg,UECFOOD256/76/13462.jpg,200,150,sashimi bowl,43,50,125,115
4874.jpg,UECFOOD256/49/4874.jpg,450,800,grilled pacific saury,0,228,450,371
16680.jpg,UECFOOD256/42/16680.jpg,640,480,jiaozi,248,77,533,237
6904.jpg,UECFOOD256/87/6904.jpg,400,299,green salad,129,0,365,140
15722.jpg,UECFOOD256/96/15722.jpg,600,450,dipping noodles,2,131,595,442
10613.jpg,UECFOOD256/22/10613.jpg,480,360,soba noodle,18,0,459,360
12855.jpg,UECFOOD256/96/12855.jpg,500,375,dipping noodles,0,34,497,351
2238.jpg,UECFOOD256/23/2238.jpg,207,155,ramen noodle,15,9,194,150
14812.jpg,UECFOOD256/70/14812.jpg,640,480,cold tofu,416,54,542,218
308301.jpg,UECFOOD256/196/308301.jpg,500,500,fried mussel pancakes,9,47,478,468
264791.jpg,UECFOOD256/111/264791.jpg,577,433,tanmen,21,28,526,387
7734.jpg,UECFOOD256/72/7734.jpg,240,180,chilled noodle,0,0,240,180
101805.jpg,UECFOOD256/141/101805.jpg,577,433,chicken cutlet,7,16,573,411
275237.jpg,UECFOOD256/222/275237.jpg,500,500,adobo,26,56,475,452
252330.jpg,UECFOOD256/210/252330.jpg,433,577,Steamed rice roll,2,2,428,569
98576.jpg,UECFOOD256/117/98576.jpg,499,499,tiramisu,29,56,463,419
187042.jpg,UECFOOD256/125/187042.jpg,500,500,zoni,7,54,450,458
156928.jpg,UECFOOD256/169/156928.jpg,500,313,pork belly,56,11,468,233
274831.jpg,UECFOOD256/220/274831.jpg,500,500,spam musubi,28,33,484,462
184524.jpg,UECFOOD256/119/184524.jpg,500,500,rare cheese cake,32,35,489,491
157936.jpg,UECFOOD256/169/157936.jpg,433,577,pork belly,27,43,420,468
302744.jpg,UECFOOD256/231/302744.jpg,500,500,gulai,21,27,489,427
182978.jpg,UECFOOD256/105/182978.jpg,577,433,jjigae,10,9,557,423
50748.jpg,UECFOOD256/176/50748.jpg,577,433,fish ball soup,14,25,531,427
498.jpg,UECFOOD256/5/498.jpg,640,480,pork cutlet on rice,10,20,452,445
4716.jpg,UECFOOD256/48/4716.jpg,500,375,sashimi,46,50,500,367
13288.jpg,UECFOOD256/93/13288.jpg,300,260,kinpira-style sauteed burdock,7,33,288,232
474.jpg,UECFOOD256/5/474.jpg,340,271,pork cutlet on rice,19,42,303,213
4255.jpg,UECFOOD256/43/4255.jpg,360,260,stew,22,7,340,248
34698.jpg,UECFOOD256/141/34698.jpg,500,500,chicken cutlet,3,14,495,489
4135.jpg,UECFOOD256/110/4135.jpg,500,500,paella,21,20,470,462
12215.jpg,UECFOOD256/90/12215.jpg,398,337,pork miso soup,0,0,398,336
314324.jpg,UECFOOD256/198/314324.jpg,500,500,Barbecued red pork in sauce with rice,20,31,454,481
14391.jpg,UECFOOD256/18/14391.jpg,800,450,pizza,0,0,463,450
3022.jpg,UECFOOD256/31/3022.jpg,300,230,sauteed vegetables,34,29,270,196
576.jpg,UECFOOD256/6/576.jpg,320,240,beef curry,44,36,274,182
755.jpg,UECFOOD256/8/755.jpg,500,347,chicken rice,0,0,500,347
8423.jpg,UECFOOD256/79/8423.jpg,300,225,shrimp with chill source,0,0,300,208
323866.jpg,UECFOOD256/245/323866.jpg,500,477,crullers,17,11,478,435
183556.jpg,UECFOOD256/111/183556.jpg,577,433,tanmen,82,68,528,386
7751.jpg,UECFOOD256/115/7751.jpg,500,500,champon,6,14,496,472
54751.jpg,UECFOOD256/174/54751.jpg,612,407,pork cutlet,160,6,590,379
15912.jpg,UECFOOD256/83/15912.jpg,600,450,cutlet curry,177,78,600,410
256396.jpg,UECFOOD256/238/256396.jpg,500,375,babi guling,12,14,489,362
16284.jpg,UECFOOD256/134/16284.jpg,500,500,broiled eel bowl,7,29,490,483
149402.jpg,UECFOOD256/158/149402.jpg,594,420,muffin,48,17,514,386
103056.jpg,UECFOOD256/138/103056.jpg,610,409,inarizushi,24,27,587,388
36462.jpg,UECFOOD256/153/36462.jpg,500,500,lasagna,32,64,481,435
18891.jpg,UECFOOD256/127/18891.jpg,433,577,fine white noodles,1,156,428,572
107506.jpg,UECFOOD256/161/107506.jpg,613,407,doughnut,189,79,446,340
113156.jpg,UECFOOD256/171/113156.jpg,577,433,moon cake,84,55,476,414
